LOCATIONS DETAIL ROW ID,SECTION LOCATION P1,Location - City Name UNLINKED,Location ID,SECTION OPPORTUNITY P1,Opportunity Name,Opportunity Name ID,Missing SECTION OPPORTUNITY P1 GS,SECTION VOP P0,Primary LOB GS LKUP,Chasing Intensity GS LKUP,Acq Stage GS LKUP,Deal Bin GS LKUP,Missin SECTION VOP P0 GS,SECTION LOB KPI P3,SSCW WPD,ECW WPD,FCW WPD,IBACW WPD,CRW TNL WPD GS LKUP,CRW WPD KPI Type,Missing SECTION LOB KPI P3 GS,SECTION MISSING COUNT P0,Missing P1 Count GS,Missing P2 Count GS,Missing P3 Count GS,Missing P0 Count GS,Missing SECTION MISSING COUNT P0 GS,SECTION LUBE STORE  ATTRIBUTES P3,Trade Neighbor Area,Operating Days,Operating Hours Weekly,Location Phone,Website URL,Lube Bays,Repair Bays,Repair Lifts,SECTION COLS SEEMS REDUNDANT,Co-located w/ Lube,Co-located w/ Car Wash,Co-located w/ repair,SECTION WASH STORE ATTRIBUTES P3,WASH STORE ATTRIBUTES ROW ID,Wash Style,Tunnel Type,Approx. Tunnel Length (ft),Tunnel Count,IBA Count,SS/DIY Bay Count,XPT,XPT Count,Gate Systems,Gate System Count,Vacuums (self serve),Vacuum Count,Vending,Missing SECTION WASH STORE ATTRIBUTES P3 GS,SECTION METADATA P0,Updater,Creator,Created Timestamp,ChangeTimestamp,Missing SECTION METADATA P0 GS,LINK2.0 ROW ID,LNK2.0 - Groomed Status,LINK2.0 BadName TMP,LINK2.0 - WasMessedUp,LINK2.0 - Uncategorized,LINK2.0 - Sprint plan,LINK2.0 - Sprint actual,LNK2.0 Sprint Complete,Team Validate,SECTION LINK2.0 P3,SECTION TO BE REMOVED,TO BE REMOVED ROW ID,Opportunity Tags GS XLKP,Location Tags,Overlapping Oppo
U8S8R2R1E6E2U1S7,,Costa Oil - Gibsonia,pM-YawVg2a4gqjfDXJ00Lf,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,W0Z3S6G0K5L6H3X5,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,U1U9N1H2A6M5A8M1,Groomed; Verify; Add LOB,,,,,,38,,,,A3R4W4P6H1L3E6P0,missing,,
H0N3S0D1F0H5F5D9,,Costa Oil - North Versailles,sjYectgnKR4l26FGjrXrL3,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,P4W4B7D6C3V4W7I7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,S1B1U9O4W9C8T0A0,Groomed; Verify; Add LOB,,,,,,38,,,,O8D9S4S2F8F6P1E8,missing,,
M7M7A6C3J5I7D4L8,,Costa Oil 10 Minute Change - Sherman,vQJ1ALnf0K4dq7LVFn2Uje,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,H1G4G6X4X5R4Z1J4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,O0F1Z8S2W5S9I3I4,Groomed & Linked,,,Y,9/11/2024,9/10/2024,37,,,,E5N4G9L2F7X7P4Y3,missing,,
N4F4L8I1H7A0E9D9,,Costa Oil 10 Minute Oil Change - Holland - Holland,1pllmZgreI46Ag1fOMGcA5,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,B3T0T5N7O1C8S8K8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,C6S0W5H3E9E6N8C1,Groomed; Verify; Add LOB,,,,,,38,,,,P2A9W7L2X2H0A4Z7,missing,,
Z5S6L5W5V1K3A2U1,,Costa Oil 10 Minute Oil Change - Lancaster,zuUibmDjBe4cEB77OQflfe,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,S4A1Y8V1O1D8U7B2,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,E5V8B3P4X3M0Y9M4,Groomed & Linked,Y,,,9/9/2024,9/9/2024,37,,,,H5M6M7S4L9G8P4V0,missing,,
G2C3O2J8U8V4G7D9,,Costa Oil 10 Minute Oil Change (new) - Aberdeen,4DmlNejDpB4Da6BdPpfuGf,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,F0S2V0C2J5Y7L6S4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,M3B0C2Z4C7E0A2V9,Groomed; Verify; Add LOB,,,,,,38,,,,F7I9T6X7I0X7U2H7,missing,,
Z9U1D4G2O0Y0R4L9,,Costa Oil 10 Minute Oil Change (new) - Brunswick,S3tRvpPvxa4-ECi4Y_YwI1,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,D7J6F7A9G1R8W3M0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,U1V3F4Y8P8N9T3X5,Groomed; Verify; Add LOB,,,,,,38,,,,B3N7D2B1G1B5J9L6,missing,,
X8Z4P6L2B3M1Q0D8,,Costa Oil 10 Minute Oil Change (new) - Chalmette,IUJNnPMIuP4iaYHxVgCrwc,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,R4D5T7B2Y0A7W5U0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,T5B6F4W9Z4X6J4K9,Groomed; Verify; Add LOB,,,,,,38,,,,J8W7Z3F9G1P1R2W4,missing,,
E0H3G6J7T5G0H9A0,,Costa Oil 10 Minute Oil Change (new) - Charlotee,tW_7mY80554UQwRDj6EMjb,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,K1P3V5T5N7B7J5V5,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,N8B2H1P0V0Z2S5B2,Groomed; Verify; Add LOB,,,,,,38,,,,M3V4Y8C5S9V9P5Y7,missing,,
M0J7Y5H0P4V2Y9W4,,Costa Oil 10 Minute Oil Change (new) - Charlotte,zgTuRFlRDg46adAzM7Jvb3,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,E6M8Z4R6Y7Y9C9M1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,K7J9J2Y2F9Z3J0M5,Groomed; Verify; Add LOB,,,,,,38,,,,H7S3D3X0C3C4A5H9,missing,,
O1L7T6K2C6J3G8H2,,Costa Oil 10 Minute Oil Change (new) - Eaton,qconN5OfDM4ai2cn0bkpM7,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,M9T2K3C0K3S4D0Q3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,K5R6F5C1Q3U0A2F1,Groomed; Verify; Add LOB,,,,,,38,,,,Q1V8U0I1G2L1P2A3,missing,,
O2B4M0F3O4E8X8N0,,Costa Oil 10 Minute Oil Change (new) - Harrisonburg,Pm2MlfaI-h4mexuls6wn88,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,K3Q2B1F2J4W4M2V1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,F6E4T0M9U9I8T1M6,Groomed; Verify; Add LOB,,,,,,38,,,,M0Z4D5H5Q6J1J5V4,missing,,
D2S5S2V4K3S7O8H7,,Costa Oil 10 Minute Oil Change (new) - Knoxville,vbAec9RC4R4MIwG3ahUBGb,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,F6Z8K3V5B9Y4Z1I4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,B2E7B3N1L2W8X0H9,Groomed; Verify; Add LOB,,,,,,38,,,,Y6G3O2J4Z1R7Q7Q9,missing,,
X7W7O1H0K3Q6K2X8,,Costa Oil 10 Minute Oil Change (new) - Lutz,rPx9idoSiv4YmO1X39nCj4,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N5Y7Y7D5N4Q2N8M1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,A4A2T9U5D4N2T4H7,Groomed; Verify; Add LOB,,,,,,38,,,,U3M3Q8H0Y7E9D6T1,missing,,
L2L1C1L3H5E3G1X1,,Costa Oil 10 Minute Oil Change (new) - Newton,1Gtc7kIzBN4cyN7_wHhuwd,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N9V1L2K2E9F5A8J8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,L4S3W1B0Q4B5A5A3,Groomed; Verify; Add LOB,,,,,,38,,,,N1H0T7C1Z9R5T7A7,missing,,
K6E0C3G0E3Y4N5O5,,Costa Oil 10 Minute Oil Change (new) - Palm Harbor,2L5fsaLAOc4uYxV11DfJ03,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,S9F4O5R5W7Y1O6D7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,U4S1T9N5L5I2W4Z9,Groomed; Verify; Add LOB,,,,,,38,,,,X3E6I1S9Z1K8G8M4,missing,,
L2Y0S4A4I1S0Y1O4,,Costa Oil 10 Minute Oil Change (new) - Phoenix,DwkSZRwsgv4OYWloxOKpDe,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,D1F9E1J9Z1G0X4J9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,M1R7Z2X4I7K0K1I7,Groomed; Verify; Add LOB,,,,,,38,,,,S6X9V2C1U3Q7N3L3,missing,,
D0A9D3E0W5J1S5S8,,Costa Oil 10 Minute Oil Change (new) - Pittsburgh,IyZH8CLYma4DmtOXSkqTI0,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,D1I5R6A6H7T7O1J6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,I1T5X1R4N5D3L6H6,Groomed; Verify; Add LOB,,,,,,38,,,,N1W8I4F7O4T6I0W3,missing,,
T4M4F9T7L6K9V5W3,,Costa Oil 10 Minute Oil Change (new) - St. Albans,PGnFVrL-dm46Ib6HhHWmte,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,B5Q6U1G1G7V7B8O7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,V0P8U1S1W5K4Y8X2,Groomed; Verify; Add LOB,,,,,,38,,,,T3P4Y6J8J1S7B1M8,missing,,
Z7G8O9I9H7B5B6C6,,Costa Oil 10 Minute Oil Change (new) - Wichita,a_uGJhqwEA4iaSu_5AcVi1,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,01 Quick Lube,,04 Qualified Opportunity,01 Xtra Large (20+),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,D8J7C2K3J6C3G7W6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,J0G2P2O5M3V3P6O6,Groomed; Verify; Add LOB,,,,,,38,,,,L3F6V9Y2O9D7Y2G4,missing,,
A8Q0A6K8H9S1G7T2,,Coulter Car Care - Powell,NaQpYq3s5U4EQkaZ4JkNK0,,Coulter Car Care  - Powell,_cANsMOG0o47yGcD1NPQBe,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,P2Z2Y2F3F2I2D1I8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:14:32,9/5/2024 16:14:32,1,G3M7X5U4D1B1W4D1,Groomed; Verify; Add LOB,,,,,,,,,,D2X7Q4B7E6A3I9S1,missing,,
W0H0Z2N8A4Q6G7I1,,County Park Express Lube - Scottsboro,ROhi1yZM8Z4iMTh8taxUGd,,County Park Express Lube,3IIo90IOIn4RYlD65RjAkf,0,,01 Quick Lube,,01.2 Lead Med SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,C8R8Q9R4G1Z6Y6E3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,N0N9B8I0C7A0U6O1,Ungroomed,Y,,,,,,,,,P0P2W0B4N5C9Y5N6,missing,,
R7P6S0N1Q0I7R1M1,,Covington Pro-Lube - Covington,gHAajshzza4KQH2XoyXua1,,Covington Pro-Lube,7r9dTksH9G4OQCeoRsn3b2,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N9Y8Z0V2B2Z6A3Q4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:08:19,9/5/2024 16:08:19,1,D5N0E8P9W2Q8J8R8,Ungroomed,Y,,,,,,,,,X0W6N8X5X2T5K9L1,missing,,
O8E1C6G3G9I7M2Z8,,Cowboy Express CW & Lube - Keller,wGQau_5eYs4gmKnTVADNZ6,,Cowboy Express CW & Lube - DFW,nfQDFVDw9A4EyFyF_3SqCf,0,,03 Car Wash,,01.4 Lead Very High SMP,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,S2I9T3P4A7W1X7T0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 3:44:57,9/12/2024 3:44:57,1,N4W9O1R5Q4E3R7M7,Groomed & Linked,,,Y,9/12/2024,9/11/2024,37,,,,C9E1C0I9D7M0D7I1,missing,,
W6H5O4X0G5Q5W6V6,,Cowboy Express CW - Burleson,vn8ngGvFmq4pQQlj1qVZNe,,Cowboy Express CW & Lube - DFW,nfQDFVDw9A4EyFyF_3SqCf,0,,03 Car Wash,,01.4 Lead Very High SMP,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,L5Y9W8S4T9Q2S8M7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 3:46:15,9/12/2024 3:46:15,1,O9J1Y4J8B3W2L9W8,Groomed & Linked,,,,9/11/2024,9/11/2024,37,,,,C1P2Y4W1T6V5Y6G7,missing,,
V5Q9Z8M3D3B0H0G3,,Cowboy Express CW - Weatherford,geRQRI7QcW4fi_MqirnO2d,,Cowboy Express CW & Lube - DFW,nfQDFVDw9A4EyFyF_3SqCf,0,,03 Car Wash,,01.4 Lead Very High SMP,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,V3E0F2Y6G5F3B7T3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 3:48:00,9/12/2024 3:48:00,1,Y6X4D3Z6T6C1M7C5,Groomed & Linked,,,,9/11/2024,9/11/2024,37,,,,W1K3E8Q2S1K6B1D7,missing,,
U0Q5G4S1R0L5Q9V8,,Cowboy Express CW - Stephenville,Ie4xb5I1hl422gR0FCMj52,,Cowboy Express CW & Lube - DFW,nfQDFVDw9A4EyFyF_3SqCf,0,,03 Car Wash,,01.4 Lead Very High SMP,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,R0B0N5I7M8O3T0Q6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:39:26,9/12/2024 20:39:26,1,D1R0N8Q9N1Y6J9I3,Groomed & Linked,,,,9/11/2024,9/11/2024,37,,,,U0H9W3B6K0X2U6D1,missing,,
D2D9W7A2K5A4H5U8,,CR Automotive & Quick Lube Express - Canutillo,R7PJybLQNC4hafSjdjP7kf,,CR Automotive & QLE - El Paso,iOkttFGDiV4iMnje8xV3yf,0,,01 Quick Lube,,04 Qualified Opportunity,05 Single (1),0,,0,0,0,0,0,Not Applicable,1,,,,,,,,,,,,,,,,,,,,,C9B2L3Q9D7H1Q1T5,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:14:32,9/5/2024 16:14:32,1,Y0Y2U8X9W5I5N5F0,Groomed; Verify; Add LOB,,,,,,,,,,J6J9F6J2C0T3H3G6,missing,,
X7E8S5B7I9K5E6L5,,Cranberry 10 Minute Oil Change - Cranberry,r4m9KV_TYE4-M7B6gSo2G5,,Cranberry 10 Minute Oil Change - Cranberry,quBtJglV4a4T6FMSIrfOq1,0,,01 Quick Lube,,01.2 Lead Med SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,X1X6N1X5O5C1J8I7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:34:53,9/5/2024 16:34:53,1,P2I1J8H2P7R6X6K7,Groomed & Linked,,,,,,,,,,G6J9C1X3K7Y6T3M8,missing,,
M6P5W9X1N3A4W9N0,,Crane Fast Lube - Gardendale,nWoFj5t5tj4ZeKR_EEhJi8,,Crane Fast Lube,rCoak3XZgM4caCuzCK5Q2e,0,,01 Quick Lube,,01.2 Lead Med SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,G7X7R5H3W4K7S9K9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,U8E1L3U1I1Y0Y4W1,Ungroomed,Y,,,,,,,,,J2B0Q0B8D6S1A5X5,missing,,
E3T4C8R6I8G9Y5K7,,Crater Car Wash - Grants Pass - F St,dO8zzh3a_k4KQ7TXvNu7Df,,Crater Car Wash - Medford,cFRq8TGKt24pEhdhnF_Aa3,0,,03 Car Wash,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,A7F2A9W9B6L5E6U6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:34:14,9/5/2024 16:34:14,1,X1K8T3W2Z8G8K7Y7,Groomed & Linked,,,,,,,,,,Z7A5H9E4P1J2I0B1,missing,,
N4W7P8P3C7G0D1H1,,Crater Car Wash - Grants Pass - Union Ave,PJ2mKZV8kj4uI2CQjIVbd7,,Crater Car Wash - Medford,cFRq8TGKt24pEhdhnF_Aa3,0,,03 Car Wash,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,X0M4B1N6B6O5S0M1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:34:14,9/5/2024 16:34:14,1,Z7M9E6S7L8O6F9T6,Groomed & Linked,,,,,,,,,,C4C6E1E7M5M5F7L2,missing,,
C9K7G5A8X5Q0M2X2,,Crater Car Wash- Medford,_KCmIKXfHd492K02Uikbr8,,Crater Car Wash - Medford,cFRq8TGKt24pEhdhnF_Aa3,0,,03 Car Wash,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Y3V3P9A4K7S2F1M3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:34:14,9/5/2024 16:34:14,1,B0T0E2P7M9X8E5Z3,Groomed & Linked,,,,,,,,,,I9O5X8X1C2F0I9P5,missing,,
C9X5R1Y5J3Z3K8B4,,Crater Car Wash - Medford,NJQPSieijt406e6HthLE91,,Crater Car Wash - Medford,cFRq8TGKt24pEhdhnF_Aa3,0,,03 Car Wash,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,H3T6X4N5W5G5S5Y8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:34:53,9/5/2024 16:34:53,1,B6D8N6D9I0L0P1Y9,Groomed & Linked,,,,,,,,,,Y7R0Y5M5W2H3O6W1,missing,,
P3D9B7F7X7M3X1E7,,Cv Lube Center car wash - La Crescenta-Montrose,W1zGXMRZwm42yuJJQKlD4b,,Crescenta Valley CW & Lube - La Crescenta-Montrose,vlFAgLF8cr41ur0a91U6G5,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,J5L0E8W6T7P0V8X6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,H0Q7Z9W3B2G5W4A5,Groomed & Linked,,,,,,,,,,M7Y5U4D5C2B6L2P1,missing,,
T4A4D3L1A2G6A4W6,,"Crista Car Wash, Chevron & Quick Lube - Santa Clarita",WU6Pz0LvDd4K2loCN36en3,,Crista CW & Quick Lube - Santa Clarita,rTWkzqRFQ74QIPZrDACgu2,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Q9D5Q3J4S3B5R0H6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,R2T7Z4C9V1C2M4H1,Groomed & Linked,,,,,,,,,,I0Y8E0Q7L2A5M3Q5,missing,,
U7R3W0C7Q6A0G7U5,,Critter's Oil Change - Belen,0EdqUk6tb24S2dh5t0LTob,,Critter's Oil Change,Ol2smnx69x4NyblJUURTQ9,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,X8E1Q7C4C2T4K4L1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,H8U3P8F4M4K8Y8A4,Ungroomed,Y,,,,,,,,,Y6F1S2T1I1G3S2M0,missing,,
D3Z8C8O1X8T2A0Q5,,Crockett Oil Lube & Wash - Crockett,j7PufWwezj4FAh3RhPyL44,,Crockett Oil Lube & Wash - Crockett,q3_CqPUKX54vQEHYf67oo8,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,P5M5M2S3T3Y4N3C6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 20:46:45,9/5/2024 20:46:45,1,T7C3T2K3W8O8I4V7,Groomed & Linked,Y,,,9/5/2024,9/5/2024,36,,,,H5T1Z0N2O3L5O7E1,missing,,
I7S3W6O5U5D2R7X9,,Cross Lanes CW & Oil Exchange - Cross Lanes,v17Y8t8XVY4vqY0s9fw6t3,,Cross Lanes CW & Oil Exchange - Cross Lanes,_NRaDYt51u4o27fb9hxLB7,0,,01 Quick Lube,,01.3 Lead High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,O8C9A7W7U1Y3L4S7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:34:14,9/5/2024 16:34:14,1,F4Y4D9K2Z5J3W1Y7,Groomed & Linked,,,,,,,,,,L9V2W7G5E5F8W6I6,missing,,
M7V7J0O5G1W2L1Q3,,Crossroads Auto Spa - Plainfield,YmP5AslR-a4w2JjVM9nuke,,Crossroads Auto Spa - Plainfield,DNEgrEUtXs4fmsv67lHZ52,0,,03 Car Wash,,00 Dead,05 Single (1),0,,,,,,0,Stat. Summary Report,5,,,,,,,,,,,,,,,,,,,,,D3Q6U3L4I7Q1Z0J8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:14:32,9/5/2024 16:14:32,1,J9U0H5Q8N3J3C7K5,Groomed; Verify; Add LOB,,,,,,,,,,P0K4D7D1M5M6K5G3,missing,,
A4I8E8Y0F3K8N6D7,,Crossroads Express Lube - Bowling Green,ou26Yp1rec4KI9tEMAXxH7,,Crossroads Express Lube - Bowling Green,VmwdXGaCmW46YhdR_C8V80,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,B3Y2X5U3B9T3Q5N5,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,C2S0B6M2J5D7K7R5,Groomed & Linked,,,,,,,,,,T6K4X3N4G5X1E5M3,missing,,
