SECTION LOCATION P1,LocationID,Location - City Name,Lube Name,State Abb,County ST,City,Street Number,"City, State",ZCTA Code,LAT SJ,LONG SJ,Missing SECTION LOCATION P1 GS,SECTION GEOGRAPHY P1,CBSA Name,State Code,SMP GS LKUP,US Region,US Division,Airport Southwest,Airport Distance,Airport Bin,HIDE Airport Southwest GS LKUP,# Miles to Closest OC Loc SJ,Missing SECTION GEOGRAPHY P1 GS,SECTION BUSINESS LINES P1,LOBs,Breeze Brand,Brand Sub Format,Missing SECTION BUSINESS LINES P1 GS,SECTION OPPORTUNITY P1,Opportunity Name,OpportunityID,Missing SECTION OPPORTUNITY P1 GS,SECTION PRICING DATA P1,Location Multiple GS,EBITDA from 4Wall GS LKUP,Bus. PP (MM),BPP KPI Type,Real Prop. PP (MM),REPP KPI Type,Deal Closed Yr,LOI Fully Executed GS,Closing Date,Days to Close,Missing SECTION PRICING DATA P1 GS,SECTION GATING PERFORMANCE P2,Traffic,TA,Days Open Annual,LOF CC Annual,LOF CPD,LOF CPD KPI Type,Sales,Sales KPI Type,4-Wall,4-Wall KPI Type,Missing SECTION GATING PERFORMANCE P2 GS,SECTION RUNWAY P1,2024 Opportunity,Probability,GS Weight EBITDA,Passed: Active Status,Missing SECTION RUNWAY P1 GS,SECTION METADATA P0,Updater,Creator,Created Timestamp,ChangeTimestamp,Missing SECTION METADATA P0 GS,SECTION TIDYING,Cleaner,Cleaning Pipeline,Cleaning Sprint Week,Cleaning Timetamp,Sitewise Batch
,dpx_S1GOVA4Y2G26PZSSte,Speedy Oil Change - Tuscaloosa,Speedy Oil Change,AL,Tuscaloosa AL,Tuscaloosa,5901 Alabama Hwy 69 S,"Tuscaloosa city, AL",35405,#N/A,#N/A,-1,,"Tuscaloosa, AL",01,5,South,East South Central,N3W7T7N1K2I6B2N0,54,Territory,Birmingham-Shuttlesworth International Airport,,1,,,,,3,,Speedy Oil Change - Tuscaloosa,,1,,,0,,,,,,#N/A,,,8,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:18:58,9/5/2024 16:18:58,1,,,,,,Sitewise_Batch_01
,aGh1_ij0XM4ne7poek-rQe,Stinky's Express Lube - Tempe,Stinky's Express Lube,AZ,Maricopa AZ,Tempe,1355 S McClintock Dr,"Tempe city, AZ",85281,33.4133173,-111.9087543,-1,,"Phoenix-Mesa-Chandler, AZ",04,8,West,Mountain,A3Z7O3K1H7U3B5L7,6,Territory,Phoenix Sky Harbor International Airport,,1,,,,,3,,Stinky's Xpress Lube - Tempe,QqfHeNKWFR4jeXQW09ri62,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:02,9/5/2024 16:19:02,1,,,,,,Sitewise_Batch_01
,P1WP7hX2h94kQusYMsoG3f,Stinky's Xpress Lube - Mesa,Stinky's Xpress Lube,AZ,Maricopa AZ,Mesa,521 S Gilbert Rd,"Mesa city, AZ",85204,33.4064648,-111.7878573,-1,,"Phoenix-Mesa-Chandler, AZ",04,8,West,Mountain,A3Z7O3K1H7U3B5L7,13,Territory,Phoenix Sky Harbor International Airport,,1,,,,,3,,Stinky's Xpress Lube - Tempe,QqfHeNKWFR4jeXQW09ri62,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:02,9/5/2024 16:19:02,1,,,,,,Sitewise_Batch_01
,67T6ZYT-Fd4kAD53lfEMka,Star Lube & Tire of Branson - Branson,Star Lube & Tire of Branson,MO,Taney MO,Branson,598 Historic Hwy 165,"Branson city, MO",65616,#N/A,#N/A,-1,,"Branson, MO",29,10,Midwest,West North Central,I2O9I4H2A0J0K6K9,144,Territory,Little Rock Bill and Hillary Clinton National Airport,,1,,,,,3,,Star Lube & Tire - Branson,C5wi_yHVLH4Eizn_630Ov4,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:02,9/5/2024 16:19:02,1,,,,,,Sitewise_Batch_01
,S46z7DXVhf4ZQynYg8ZJz0,Sundance Car Wash - Roseville,Sundance Car Wash,CA,Placer CA,Roseville,525 Cirby Way,"Roseville, CA",95678,38.7299748,-121.2918702,-1,,"Sacramento-Roseville-Folsom, CA",06,10,West,Pacific,V9M3F8L4S0Z1V2B8,16,Territory,Sacramento International Airport,,1,,,,,3,,Sundance CW  (Meineke) - Roseville,gpTiSduaSB4jm2evwKsbQ0,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:02,9/5/2024 16:19:02,1,,,,,,Sitewise_Batch_01
,VWW6J3OsAH4KQpqwBlfAVc,Super Lube & Tire - Mountain Grove,Super Lube and Tire,MO,Howell MO,Mountain Grove,905 N Main St,"Mountain View city, MO",65711,#N/A,#N/A,-1,,"West Plains, MO",29,10,Midwest,West North Central,T9E6C8A8X9K4O4O5,152,Territory,St. Louis Lambert International Airport,,1,,,,,3,,Super Lube and Tire - Mountain Grove,z4A2OKQRfl4tIywYujzL19,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:07,9/5/2024 16:19:07,1,,,,,,Sitewise_Batch_01
,x7xfUCkfSR4m2rWTSXeLzf,Super-Lube - Aurora,Super-Lube,IL,DuPage IL,Aurora,1279 N Lake St,"Aurora city, IL",60506,#N/A,#N/A,-1,,"Chicago-Naperville-Elgin, IL-IN-WI",17,10,Midwest,East North Central,S8M4E2N5Z1T6Z0Z7,25,Territory,Chicago O'Hare International Airport,,1,,,,,3,,Super Lube - Aurora,viVOMylv0r4di9x0xjwNM8,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:07,9/5/2024 16:19:07,1,,,,,,Sitewise_Batch_01
,XPhJdTfXLW4gim7c9BhtW6,Superlube Complete Car Care Center - Avon,Superlube Complete Car Care Center,OH,Lorain OH,Avon,896 Center Rd,"Avon city, OH",44011,#N/A,#N/A,-1,,"Cleveland-Elyria, OH",39,8,Midwest,East North Central,L1V7K4G3F0U5T2Y6,10,Territory,Cleveland Hopkins International Airport,,1,,"LOF , Repair , Tire",OC+R,OC & R,0,,Super Lube Complete Car Care - Avon,0HFsgpc4P94cmIxEAP1mk6,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,mark.bochnowski@oilchangers.com,james.scerbo@oilchangers.com,9/5/2024 16:19:07,3/25/2025 11:59:56,0,,,,,,Sitewise_Batch_01
,duUxVfg6RE4SeOL9Vec1Zc,Super Shine CW & L - Houston,Super Shine CW & L,TX,,Houston,12810 Westheimer Rd,"Houston, TX",77077,29.736762,-95.6116174,0,,,,10,,,H8C2P0L9X7I6V5Y1,21,Territory,Houston William P. Hobby Airport,,5,,,,,3,,Super Shine CW & L - Houston,Dtk-ArvFgZ41Y0q_Es6LH8,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:11,9/5/2024 16:19:11,1,,,,,,Sitewise_Batch_01
,Llq1Tu4-_040IuVliTJDV6,Super Shine CW & L - Richmond,Super Shine CW & L,TX,,Richmond,1620 Farm to Market 359,"Richmond, TX",77406,29.61713,-95.7426471,0,,,,10,,,H8C2P0L9X7I6V5Y1,28,Territory,Houston William P. Hobby Airport,,5,,,,,3,,Super Shine CW & L - Houston,Dtk-ArvFgZ41Y0q_Es6LH8,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:11,9/5/2024 16:19:11,1,,,,,,Sitewise_Batch_01
,AVQB_SVCkH4Wa6Y4RmFKgc,Super Star Car Wash - Gilbert,Super Star Car Wash,AZ,Maricopa AZ,Gilbert,1742 N Higley Rd,"Gilbert town, AZ",85206,#N/A,#N/A,-1,,"Phoenix-Mesa-Chandler, AZ",04,8,West,Mountain,A3Z7O3K1H7U3B5L7,17,Territory,Phoenix Sky Harbor International Airport,,1,,,,,3,,Super Star CW&L - Phoenix,ayBZY9SpCz4LeCiaY7a6V4,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:11,9/5/2024 16:19:11,1,,,,,,Sitewise_Batch_01
,AoOin7DEDu4Dq2uSnNKYId,Super Star CW&L - Goodyear,Super Star CW&L - Goodyear,AZ,Maricopa AZ,Goodyear,490 N Dysart Rd,"Goodyear, AZ",85338,#N/A,#N/A,-1,,"Phoenix-Mesa-Chandler, AZ",04,8,West,Mountain,A3Z7O3K1H7U3B5L7,19,Territory,Phoenix Sky Harbor International Airport,,1,,,,,3,,Super Star CW&L - Phoenix,ayBZY9SpCz4LeCiaY7a6V4,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:11,9/5/2024 16:19:11,1,,,,,,Sitewise_Batch_01
,gHCSLc7-zi4s2rYqP0h0t7,Super Star CW&L - Peoria,Super Star CW&L - Peoria,AZ,Maricopa AZ,Peoria,21695 N Lake Pleasant Pkwy,"Peoria, AZ",85382,#N/A,#N/A,-1,,"Phoenix-Mesa-Chandler, AZ",04,8,West,Mountain,A3Z7O3K1H7U3B5L7,23,Territory,Phoenix Sky Harbor International Airport,,1,,,,,3,,Super Star CW&L - Phoenix,ayBZY9SpCz4LeCiaY7a6V4,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:11,9/5/2024 16:19:11,1,,,,,,Sitewise_Batch_01
,jTYs_toNUE4muW0rdYFO4a,Super Star CW&L - Phoenix,Super Star CW&L - Baseline Rd,AZ,Maricopa AZ,Phoenix,105 W Baseline Rd,"Phoenix, AZ",85041,#N/A,#N/A,-1,,"Phoenix-Mesa-Chandler, AZ",04,8,West,Mountain,A3Z7O3K1H7U3B5L7,5,Territory,Phoenix Sky Harbor International Airport,,1,,,,,3,,Super Star CW&L - Phoenix,ayBZY9SpCz4LeCiaY7a6V4,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:11,9/5/2024 16:19:11,1,,,,,,Sitewise_Batch_01
,coZZsWaxaY4BmiaUwPQ3ec,Super-Lube - Waunakee,Super-Lube,WI,Dane WI,Waunakee,610 Reeve Dr,"Waunakee village, WI",53597,#N/A,#N/A,-1,,"Madison, WI",55,10,Midwest,East North Central,G4P6H9D9L9V2L2X1,81,Territory,Milwaukee Mitchell International Airport,,1,,,,,3,,Super-Lube - Affiliates,Z3k86Qx3wI4OEE13gNXcu2,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:11,9/5/2024 16:19:11,1,,,,,,Sitewise_Batch_01
,zeVjlxhm2t4uYXXJXyO4Xd,Super-Lube of Rochelle - Rochelle,Super-Lube of Rochelle,IL,Ogle IL,Rochelle,1361 N 7th St,"Rochelle city, IL",61068,#N/A,#N/A,-1,,"Rochelle, IL",17,10,Midwest,East North Central,S8M4E2N5Z1T6Z0Z7,60,Territory,Chicago O'Hare International Airport,,1,,,,,3,,Super-Lube - Affiliates,Z3k86Qx3wI4OEE13gNXcu2,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:11,9/5/2024 16:19:11,1,,,,,,Sitewise_Batch_01
,xxK5TwXPCN4FI8R9EDSiQ0,SuperSuds CW & L - Rockford,SuperSuds CW & L  - Rockford,IL,Ogle IL,Rockford,999 S Perryville Rd,"Rockford city, IL",61108,#N/A,#N/A,-1,,"Rochelle, IL",17,10,Midwest,East North Central,S8M4E2N5Z1T6Z0Z7,58,Territory,Chicago O'Hare International Airport,,1,,,,,3,,SuperSuds CW&L - Rockford,sb25tZSq3z4Pm4CltLzIS7,0,,5.4,0.09,0.540,OC Guesstimate,,,,,,,6,,,,,"4,928",16,Stat. Summary Report,$0.390,OC Guesstimate,$0.100,OC Guesstimate,3,,,,,Passed,3,,,james.scerbo@oilchangers.com,9/5/2024 16:19:14,9/5/2024 16:19:14,1,,,,,,Sitewise_Batch_01
,VCzWw9g2574PMw28Hpifj7,Supreme Lube and Oil - Taylorsville,Supreme Lube and Oil,UT,Salt Lake UT,Taylorsville,4650 S 2700 W,"Taylorsville city, UT",84129,#N/A,#N/A,-1,,"Salt Lake City, UT",49,10,West,Mountain,M3L8N2N0U7A6T8S5,8,Territory,Salt Lake City International Airport,,1,,,,,3,,Supreme Lube & Oil - Taylorsville,F1HFpCxyTF44ecHPcBM24b,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:14,9/5/2024 16:19:14,1,,,,,,Sitewise_Batch_01
,OquMmrEikL4hyggUaShFYd,Tam's Triple T Oil Change - Eldon,Tam Triple T Oil Change,MO,Miller MO,Eldon,223 W 4th St,"Eldon city, MO",65026,#N/A,#N/A,-1,,[not in a CBSA],29,10,Midwest,West North Central,T9E6C8A8X9K4O4O5,123,Territory,St. Louis Lambert International Airport,,1,,,,,3,,Tam's+ Triple T Oil Change - Eldon,Esh4hKpxS74HyjdsvXvoXf,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:21,9/5/2024 16:19:21,1,,,,,,Sitewise_Batch_01
,xsSAJyY1T84jMNEEam2_c6,Tech-Tune Inc. Auto Service Center - Bowling Green,Tech-Tune Inc. Auto Service Center,KY,Warren KY,Bowling Green,1486 Campbell Ln,"Bowling Green city, KY",42104,#N/A,#N/A,-1,,"Bowling Green, KY",21,10,South,East South Central,S8J0G4I0J1R9Z6T5,59,Territory,Nashville International Airport,,1,,,,,3,,Tech-Tune Inc. Auto Service - Bowling Green,HHn8UWT28V4hQ_2TsYBLRe,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:21,9/5/2024 16:19:21,1,,,,,,Sitewise_Batch_01
,FgRULv1H5J4GMYyBoMjGMa,Terrill Auto Repair - Salem,Terrill Auto Repair,MO,Dent MO,Salem,307 E Scenic Rivers Blvd,"Salem city, MO",65560,#N/A,#N/A,-1,,[not in a CBSA],29,10,Midwest,West North Central,T9E6C8A8X9K4O4O5,100,Territory,St. Louis Lambert International Airport,,1,,,,,3,,Terrill Complete Auto Repair - Salem,CKnjFuxFoV4uYhw1p7qaNf,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:24,9/5/2024 16:19:24,1,,,,,,Sitewise_Batch_01
,PY1GKmeqY64_MhQwF6Rtk4,Texas Express Car Wash - Houston,Texas Express Car Wash,TX,Fort Bend TX,Houston,6016 N Eldridge Pkwy,"Houston city, TX",77041,#N/A,#N/A,-1,,"Houston-The Woodlands-Sugar Land, TX",48,10,South,West South Central,H8C2P0L9X7I6V5Y1,24,Territory,Houston William P. Hobby Airport,,1,,,,,3,,Texas Express Car Wash - Houston,sNpBsZ5rNB492cJyoqsD80,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:24,9/5/2024 16:19:24,1,,,,,,Sitewise_Batch_01
,grQcfSLreX4km8gqDqis73,Main Street Auto Spa - Durant,Main Street Auto Spa,OK,,Durant,2002 W Main St,"Durant, OK",74701,33.9970193,-96.3998653,0,,,,8,,,E2W5C7U3P4K9E9U3,84,Territory,Dallas Love Field,,5,,,TWS,TWS,1,,The Auto Spa - Durant,ARg7Z0JppY49e8PH6Mu5K1,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:27,9/5/2024 16:19:27,1,,,,,,Sitewise_Batch_01
,bhq2BDoVnr44UQIL4h5hX5,The Auto Spa - Durant,The Auto Spa,OK,,Durant,1435 W University Blvd,"Durant, OK",74701,34.0046628,-96.3900054,0,,,,8,,,E2W5C7U3P4K9E9U3,84,Territory,Dallas Love Field,,5,,,TWS,TWS,1,,The Auto Spa - Durant,ARg7Z0JppY49e8PH6Mu5K1,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:27,9/5/2024 16:19:27,1,,,,,,Sitewise_Batch_01
,xeO8irvJuX45QsR5crHCR8,The Auto Spa - Durant,The Auto Spa - Mulberry St,OK,,Durant,125 W Mulberry St,"Durant, OK",74701,33.9976439,-96.3748481,0,,,,8,,,E2W5C7U3P4K9E9U3,84,Territory,Dallas Love Field,,5,,,TWS,TWS,1,,The Auto Spa - Durant,ARg7Z0JppY49e8PH6Mu5K1,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:27,9/5/2024 16:19:27,1,,,,,,Sitewise_Batch_01
,Wx6343fXFv4deDBnl8Joa6,The Auto Spa University Blvd - Durant,The Auto Spa - University Park,OK,,Durant,3005 W University Blvd,"Durant, OK",74701,34.0045127,-96.4067167,0,,,,8,,,E2W5C7U3P4K9E9U3,84,Territory,Dallas Love Field,,5,,,TWS,TWS,1,,The Auto Spa - Durant,ARg7Z0JppY49e8PH6Mu5K1,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:27,9/5/2024 16:19:27,1,,,,,,Sitewise_Batch_01
,1g8Yki7Iir4R2_blj4Kb75,University Auto Spa - Durant,University Auto Spa,OK,,Durant,3212 University Blvd,"Durant, OK",74701,34.0050042,-96.4099721,0,,,,8,,,E2W5C7U3P4K9E9U3,84,Territory,Dallas Love Field,,5,,,TWS,TWS,1,,The Auto Spa - Durant,ARg7Z0JppY49e8PH6Mu5K1,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:27,9/5/2024 16:19:27,1,,,,,,Sitewise_Batch_01
,iktbrHPil_412ctQFSW290,Wildcat Auto Spa - Madill,Wildcat Auto Spa,OK,,Madill,806 S First St,"Madill, OK",73446,34.0806405,-96.7657448,0,,,,8,,,E2W5C7U3P4K9E9U3,85,Territory,Dallas Love Field,,5,,,TWS,TWS,1,,The Auto Spa - Durant,ARg7Z0JppY49e8PH6Mu5K1,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:27,9/5/2024 16:19:27,1,,,,,,Sitewise_Batch_01
,3fgVSPQfio4-YLYiwil478,Lube Doc - Orem,Lube Doc,UT,Utah UT,Orem,131 State St,"Orem city, UT",84058,40.2947872,-111.6935075,-1,,"Provo-Orem, UT",49,10,West,Mountain,M3L8N2N0U7A6T8S5,37,Territory,Salt Lake City International Airport,,1,,"LOF , INS - State , EMI/Smog",OC,OC,0,,The Lube Doc - Orem,CWq8w-52qe4dm_mBJ0dz_1,0,,,0,,,,,,,,,9,,"49,230.00",,,,,,,,,,9,,,,,,4,,mark.bochnowski@oilchangers.com,james.scerbo@oilchangers.com,9/5/2024 16:19:33,3/25/2025 11:40:41,0,,,,,,Sitewise_Batch_01
,gl4BCVJiZ94HYQ-IwmjbH0,Oil Change - Spanish Fork,Oil Change,UT,San Juan UT,Spanish Fork,552 N Main St,Spanish Fork UT,84660,40.1168463,-111.6537178,-1,,[not in a CBSA],49,10,West,Mountain,M3L8N2N0U7A6T8S5,49,Territory,Salt Lake City International Airport,,1,,,,,3,,The Oil Change - Spanish Fork,IIV9JU1nUt4emc-ZYCwpK7,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:33,9/5/2024 16:19:33,1,,,,,,Sitewise_Batch_01
,889jn0ICXu4w6Hx6UsD8Hd,Oilmen 2 - Walnut,Oilmen 2,CA,Los Angeles CA,Walnut,856 Nogales St,"Walnut Park CDP, CA",91789,34.0260651,-117.8948325,-1,,"Los Angeles-Long Beach-Anaheim, CA",06,10,West,Pacific,Z0J7C2C8U4R2P0X1,17,Territory,Ontario International Airport,,1,,,,,3,,The Oilmen - El Monte,5NPjwWql0q4la2Hjd3VPQ7,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:33,9/5/2024 16:19:33,1,,,,,,Sitewise_Batch_01
,_RaspEVm2a4em1VrO8eGo2,The Lube Shop - New Philadelphia,The Lube Shop,OH,Franklin OH,New Philadelphia,1920 E High Ave,"New Albany city, OH",44663,#N/A,#N/A,-1,,"Columbus, OH",39,8,Midwest,East North Central,M0J3R5H3V2P9G0L4,62,Territory,Pittsburgh International Airport,,1,,,,,3,,The Lube Shop - New Philadelphia,EO--q1dv1R48uO6cyOIiA6,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:33,9/5/2024 16:19:33,1,,,,,,Sitewise_Batch_01
,4yyT1VLAIv4YY1k3LOqVZ7,The Lube Shop 915 - El Paso,The Lube Shop 915,TX,El Paso TX,El Paso,1808 Trawood Dr,"El Paso city, TX",79935,#N/A,#N/A,-1,,"El Paso, TX",48,10,South,West South Central,A6H2R0C8Y4R8X6B0,4,Territory,El Paso International Airport,,1,,,,,3,,The Lube Shop 915 - El Paso,CmZpa6Yye34r6x7CCBuyB4,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:33,9/5/2024 16:19:33,1,,,,,,Sitewise_Batch_01
,sta0gRf3Mc4kMUE1CuR-M2,The Oil Connection - Fairfield,The Oil Connection,CA,Solano CA,Fairfield,327 Texas St,"Fairfield city, CA",94533,#N/A,#N/A,-1,,"Vallejo, CA",06,10,West,Pacific,G7E1D1R3U9I5A7W7,38,Territory,Oakland International Airport,,1,,,,,3,,The Oil Connection - Fairfield,sob1tVZJvN4nmrDLruGX9e,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:33,9/5/2024 16:19:33,1,,,,,,Sitewise_Batch_01
,iCF1ORm-wy41qKFP84DNu1,"The Oilmen, Inc. - El Monte","The Oilmen, Inc.",CA,Los Angeles CA,El Monte,10013 Valley Blvd,"El Segundo city, CA",91731,#N/A,#N/A,-1,,"Los Angeles-Long Beach-Anaheim, CA",06,10,West,Pacific,D9N4C3V8Z4X7G0O3,19,Territory,Long Beach Airport,,1,,,,,3,,The Oilmen - El Monte,5NPjwWql0q4la2Hjd3VPQ7,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:33,9/5/2024 16:19:33,1,,,,,,Sitewise_Batch_01
,fUegMg-fev4fa6Y3zC3i76,TJ's Lube Stop - Brazoria,TJ's Lube Stop,TX,Brazoria TX,Brazoria,699 N Brooks St,"Brazoria city, TX",77422,29.0530232,-95.5710758,-1,,"Houston-The Woodlands-Sugar Land, TX",48,10,South,West South Central,H8C2P0L9X7I6V5Y1,45,Territory,Houston William P. Hobby Airport,,1,,,OC,OC,1,,TJ's Lube Stop - Clute,uxsCYXQVGC4guiziNrgmCf,0,,5.0,0.09,0.500,OC Guesstimate,0.500,OC Guesstimate,,,,,4,,,$70.00,308,"6,120",20,OC Guesstimate,$0.500,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:39,9/5/2024 16:19:39,1,,,,,,Sitewise_Batch_01
,kpfyEH4DJu4UYMrHTTsv59,TJ's Lube Stop - Clute,TJ's Lube Stop,TX,Brazoria TX,Clute,626 Dixie Dr,"Clute city, TX",77531,29.0160131,-95.4205828,-1,,"Houston-The Woodlands-Sugar Land, TX",48,10,South,West South Central,H8C2P0L9X7I6V5Y1,44,Territory,Houston William P. Hobby Airport,,1,,,OC,OC,1,,TJ's Lube Stop - Clute,uxsCYXQVGC4guiziNrgmCf,0,,5.0,0.09,0.500,OC Guesstimate,0.500,OC Guesstimate,,,,,4,,,$70.00,308,"6,120",20,OC Guesstimate,$0.500,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:39,9/5/2024 16:19:39,1,,,,,,Sitewise_Batch_01
,Rl7ObSIwyE4B62cnyjiwV9,TJ's Lube Stop - Clute,TJ's Lube Stop,TX,Brazoria TX,Clute,700 Brazosport Blvd N,"Clute city, TX",77531,29.031498,-95.3983224,-1,,"Houston-The Woodlands-Sugar Land, TX",48,10,South,West South Central,H8C2P0L9X7I6V5Y1,43,Territory,Houston William P. Hobby Airport,,1,,,OC,OC,1,,TJ's Lube Stop - Clute,uxsCYXQVGC4guiziNrgmCf,0,,5.0,0.09,0.500,OC Guesstimate,0.500,OC Guesstimate,,,,,4,,,$70.00,308,"6,120",20,OC Guesstimate,$0.500,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:39,9/5/2024 16:19:39,1,,,,,,Sitewise_Batch_01
,b1uyiqLRJk4pmyZecz3lR9,The Ranch Quick Lube/Valvoline Express Care - Morgantown,The Ranch Quick Lube/Valvoline Express Care,WV,Monongalia WV,Morgantown,5 Chaplin Hl Rd,"Morgantown city, WV",26501,39.657855,-80.0004312,-1,,"Morgantown, WV",54,9,South,South Atlantic,M0J3R5H3V2P9G0L4,59,Territory,Pittsburgh International Airport,,1,,,,,3,,The Ranch QL VEC - Morgantown,TTODOfArvg4AmSIyLIPzra,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:39,9/5/2024 16:19:39,1,,,,,,Sitewise_Batch_01
,7SPEO2SJA24wImzyKpK6Ie,The Ranch Quick Lube/Valvoline Express Care - Morgantown,The Ranch Quick Lube/Valvoline Express Care,WV,Monongalia WV,Morgantown,1385 Earl L Core Rd,"Morgantown city, WV",26505,39.6283714,-79.9311952,-1,,"Morgantown, WV",54,9,South,South Atlantic,M0J3R5H3V2P9G0L4,62,Territory,Pittsburgh International Airport,,1,,,,,3,,The Ranch QL VEC - Morgantown,TTODOfArvg4AmSIyLIPzra,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:39,9/5/2024 16:19:39,1,,,,,,Sitewise_Batch_01
,DOQIWSaWFE4nUX_P9ogZPf,Todd's Quick Change - Wichita Falls,Todd's Quick Change,TX,Wichita TX,Wichita Falls,4511 Call Field Rd,"Wichita Falls city, TX",76308,#N/A,#N/A,-1,,"Wichita Falls, TX",48,10,South,West South Central,J4L5O4T5X6J4E9Y8,118,Territory,Oklahoma City Will Rogers World Airport,,1,,,,,3,,Todd's Quick Change - Wichita Falls,2fHGj-t06l4wmdDPHM_os7,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:19:39,9/5/2024 16:19:39,1,,,,,,Sitewise_Batch_01
