outcome,location_id,location_city_name,breeze_brand,total_vpd,lube_bays,repair_bays,lof_cpd,sscw_wpd,ecw_wpd,fcw_wpd,ibacw_wpd,crw_tnl_wpd,lat_sj,latitude_input_data_x,long_sj,longitude_input_data_x,number_miles_to_closest_oc_loc_sj,brand_sub_format,opportunity_name,opportunity_id,traffic,sitewise_batch,acq_stage,co_located_w_lube,co_located_w_car_wash,co_located_w_repair,nearest_streetlight_day_part_aadt_5_mi,x2024_estimate_5_mi,x2029_projection_5_mi,state_abb,city,street_number,city_state,zcta_code
pass,UueXaLLL8D4y2RS1dyRLS3,$3 Car Wash - Milwaukee,OC+W,220,NA,NA,20,0,200,0,0,200,43.1314367,43.1314367,-88.0051579,-88.0051579,NA,OC & WS,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,15355,271946.547542967,270780.926979997,WI,Milwaukee,6230 N 76th St,"Milwaukee, WI",53218
pass,Smc7eflybW43YRha4NMsU0,Fast Lube Car Wash & Oil Change Center - Milwaukee,OC+W,220,NA,NA,20,0,200,0,0,200,43.105834,43.105834,-87.9468736,-87.9468736,NA,OC & WS,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,7968,405064.094166546,403344.229546491,WI,Milwaukee,4870 N Teutonia Ave,"Milwaukee, WI",53209
pass,Ab6YeEk_qz4dmxL_27PfMf,Mobil 1 Lube Express - Milwaukee,OC,20,NA,NA,20,0,0,0,0,0,43.0605798,43.0605798,-87.9368002,-87.9368002,NA,OC,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,5952,474050.472913071,475584.039959266,WI,Milwaukee,1900 W North Ave,"Milwaukee, WI",53205
pass,MmQqZ_wf6K4xIgIYKmXCY5,Mobil 1 Lube Express - Racine,OC,20,NA,NA,20,0,0,0,0,0,42.7505301,42.7505301,-87.8168298,-87.8168298,NA,OC,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,7625,130123.532771884,131908.852576778,WI,Racine,3101 Rapids Dr,"Racine city, WI",53404
pass,jVU4DXqgXl462kD7M7KI47,Oil Can Harry's #2 - Weslaco - Weslaco,OC,49,NA,NA,49,NA,NA,NA,NA,0,26.1597452,26.1597452,-97.993547,-97.993547,NA,OC,Oil Can Harry's - McAllen,wKSje3rlj741E5zih0REm4,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,5331,107717.587994173,117630.224281238,TX,Weslaco,319 W Business 83,"Weslaco city, TX",78596
pass,1PX7SyEOzT4ymCjCY47Ie9,Oil Can Harry's #3 - Edinburg - Edinburg,OC,44,NA,NA,44,NA,NA,NA,NA,0,26.2771719,26.2771719,-98.1690891,-98.1690891,NA,OC,Oil Can Harry's - McAllen,wKSje3rlj741E5zih0REm4,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,6226,218328.759801516,239861.583056901,TX,Edinburg,2602 S Closner Blvd,"Edinburg city, TX",78539
pass,AGxeLE4Va94_YqMacjywjb,Oil Can Harry's #4 - Harlingen - Harlingen,OC,44,NA,NA,44,NA,NA,NA,NA,0,26.1756157,26.1756157,-97.6753498,-97.6753498,NA,OC,Oil Can Harry's - McAllen,wKSje3rlj741E5zih0REm4,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,9806,99073.5437080423,103183.760729407,TX,Harlingen,1701 S 77 Sunshine Strip,"Harlingen city, TX",78550
pass,FTTOx3k_C54Ue-wNKjrpAb,Oil Can Harry's #5 - Pharr - Pharr,OC,21,NA,NA,21,NA,NA,NA,NA,0,26.1963322,26.1963322,-98.1840326,-98.1840326,NA,OC,Oil Can Harry's - McAllen,wKSje3rlj741E5zih0REm4,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,12100,225185.77175361,234982.26679679,TX,Pharr,113 N Cage Blvd,"Pharr city, TX",78577
pass,ZDJNz93K8X4mMkB05vBGsa,Oil Shop - Milwaukee,OC,20,NA,NA,20,0,0,0,0,0,43.1132237,43.1132237,-88.0051995,-88.0051995,NA,OC,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,2088,319331.11957239,317867.921653442,WI,Milwaukee,7540 W Fond Du Lac Ave,"Milwaukee city, WI",53218
pass,wyZ3J0omPV4ZmM3AusvyEe,One Stop Lube & Car Wash Hayden - HaydeN,NA,20,NA,NA,20,NA,NA,NA,NA,0,47.7522742,47.7522742,-116.7904402,-116.7904402,NA,OC + IBA/SS,One Stop Lube & CW - Hayden,COxFi9YbIK4xec1gioJKY5,NA,Sitewise_Batch_01,02 Tracing,NA,NA,NA,3371,82848.3412286877,88998.4316960326,ID,HaydeN,8895 N Commerce Dr,"Hayden city, ID",83835
pass,ovZblegntj4sum7rqFi4d1,Burleson Lube Center - Burleson,NA,17,NA,NA,17,NA,NA,NA,NA,0,32.5439581,32.5439581,-97.3277058,-97.3277058,NA,NA,Pro QL - DFW,NcbJ_W35GZ4f2brf0L7te5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,21952,119179.204015498,133782.099549272,TX,Burleson,131 SW Wilshire Blvd,"Burleson city, TX",76028
pass,MqQQrek4_E4B2yxxCowiT9,Expressway - Granbury,NA,15,NA,NA,15,NA,NA,NA,NA,0,32.4420459,32.4420459,-97.7939945,-97.7939945,NA,NA,Pro QL - DFW,NcbJ_W35GZ4f2brf0L7te5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,5372,38446.8573845353,39588.2025082572,TX,Granbury,621 W Pearl St #2045,"Granbury city, TX",76048
pass,PDPVEDVCJ34IAN6vDl5d_3,Johnson's Auto Lube Center - Arlington,NA,22,NA,NA,22,NA,NA,NA,NA,0,32.7649384,32.7649384,-97.0938979,-97.0938979,NA,NA,Pro QL - DFW,NcbJ_W35GZ4f2brf0L7te5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,8699,279300.3181549,279815.123929768,TX,Arlington,1109 E Lamar Blvd,"Arlington city, TX",76011
pass,z4yFKrVGO847IuVEOf8l4a,Joshua Lube and Tune - Joshua,NA,14,NA,NA,14,NA,NA,NA,NA,0,32.4522093,32.4522093,-97.383927,-97.383927,NA,NA,Pro QL - DFW,NcbJ_W35GZ4f2brf0L7te5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,12273,36181.5089430131,37325.5045930938,TX,Joshua,725 S Broadway St,"Joshua city, TX",76058
pass,Gw7EY-TI4s4FAiePO2DFKd,Shelby Oil Stop - Shelbyville,TWS,34,NA,NA,34,NA,NA,NA,NA,0,39.5227656,39.5227656,-85.7746339,-85.7746339,NA,TWS,Shelby Oil Stop - Indiana,OCVvQydmXU4l2svVy44hx3,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,5685,25850.7778793988,25981.0297554096,WI,Shelbyville,103 E Broadway St,Shelbyville IN,46176
pass,JZ41SLZ8P-4fA4cg3OIoMb,Cocoa,NA,10,NA,NA,10,NA,NA,NA,NA,0,28.3558741,28.3558741,-80.7276933,-80.7276933,NA,NA,Solar Lube - Cocoa Beach,Gw9RWlaWdG4o6cgPjDzg-1,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,17374,98156.5233912328,95507.605356015,FL,Cocoa,337 West King Street,"Cocoa, FL",32922
pass,zpxFhIbYOP45IXuCTXMZhb,Cocoa Beach,NA,15,NA,NA,15,NA,NA,NA,NA,0,28.3574076,28.3574076,-80.6121004,-80.6121004,NA,NA,Solar Lube - Cocoa Beach,Gw9RWlaWdG4o6cgPjDzg-1,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,9193,35215.7635826191,31843.9879320494,FL,Cocoa Beach,360 West Cocoa Beach Causeway,"Cocoa Beach, FL",32931
pass,Pp6oOdMHnp4NI2iRJ8Tqzc,Rockledge,NA,18,NA,NA,18,NA,NA,NA,NA,0,28.3304711,28.3304711,-80.7317006,-80.7317006,NA,NA,Solar Lube - Cocoa Beach,Gw9RWlaWdG4o6cgPjDzg-1,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,5884,98360.8866392742,96314.110218215,FL,Rockledge,419 Barton Boulevard,"Rockledge, FL",32955
pass,37ffO2Bf0G4vio8GT5N3ee,Satellite Beach,NA,25,NA,NA,25,NA,NA,NA,NA,0,28.173276,28.173276,-80.6057063,-80.6057063,NA,NA,Solar Lube - Cocoa Beach,Gw9RWlaWdG4o6cgPjDzg-1,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,5831,89838.0161351092,86332.0797537402,FL,Satellite Beach,1385 South Patrick Drive,"Satellite Beach, FL",32937
pass,CD7sk0qMn540ASXFa5RO07,Solar Lube - Merritt Island,NA,10,NA,NA,10,NA,NA,NA,NA,0,28.400811,28.400811,-80.7060604,-80.7060604,NA,NA,Solar Lube - Cocoa Beach,Gw9RWlaWdG4o6cgPjDzg-1,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,12737,71859.0323000704,69114.2175339907,FL,Merritt Island,2445 N Courtenay Pkwy,"Merritt Island CDP, FL",32953
pass,G3Ipzit1214NurMhvsmuTc,Titusville,NA,22,NA,NA,22,NA,NA,NA,NA,0,28.5555288,28.5555288,-80.8480498,-80.8480498,NA,NA,Solar Lube - Cocoa Beach,Gw9RWlaWdG4o6cgPjDzg-1,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,6641,51585.4202773562,50394.707282586,FL,Titusville,4664 South Street,"Titusville, FL",32970
pass,HVuWXPI8PY4EAGZy9ejxG6,South Coast Tire Pros - Bandon,NA,20,NA,NA,20,NA,NA,NA,NA,0,43.1044236,43.1044236,-124.4156477,-124.4156477,NA,NA,South Coast Tire Pros - Bandon,Gyx_J5WADJ44I7QrfsTl-d,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,3434,6491.3868312001,6898.63539860887,OR,Bandon,2764 Oregon Ave SW,"Bandon city, OR",97411
pass,Si3buwrhDC4FQGWH6-F1T2,Splasherville Express Carwash - Placerville,OC+W,24,NA,NA,24,NA,NA,NA,NA,0,#N/A,38.7324206,#N/A,-120.7807656,NA,OC & WS,Splasherville CW - Placerville,CC5R3wCrCO4qeSe7dtSrAc,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,1973,31191.0195663753,32287.5970000105,CA,Placerville,1361 Broadway,"Placerville city, CA",95667
pass,9Pkk6Jd_0b4_iEDSuPoRZ2,Squeaky's Lube Express - Spokane Valley,OC+W,18,NA,NA,18,NA,NA,NA,NA,0,#N/A,47.6576795,#N/A,-117.2808113,NA,OC & WS,Squeaky's LE - Spokane,54-8mpG7dP4Ym5ejnf49K2,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,13250,158460.118929461,164419.262002574,WA,Spokane Valley,9219 E Sprague Ave,"Spokane Valley city, WA",99206
pass,xxK5TwXPCN4FI8R9EDSiQ0,SuperSuds CW & L - Rockford,NA,16,NA,NA,16,NA,NA,NA,NA,0,#N/A,42.2608495,#N/A,-88.9808179,NA,NA,SuperSuds CW&L - Rockford,sb25tZSq3z4Pm4CltLzIS7,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,10592,117045.135828962,118667.963513097,IL,Rockford,999 S Perryville Rd,"Rockford city, IL",61108
pass,53kQP19LHC4yef-Dsw6k4e,United Oil Changer - Sacramento,OC,25,NA,NA,25,NA,NA,NA,NA,0,#N/A,38.4764232,#N/A,-121.4204092,NA,OC,United OC - Sacramento,K18yRnBUIx4QaxyQG-oiUc,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,12607,373707.950244335,379278.260690579,CA,Sacramento,7712 Stockton Blvd,"Sacramento city, CA",95823
pass,gpeCjpiDRB4rYISq8DE-od,San Antonio,TWS,95,NA,NA,20,NA,75,NA,NA,75,29.4827043,29.4827043,-98.3550314,-98.3550314,NA,TWS,Wet N Jet - San Antonio,HNLiImM1Y54Mm_EKWtUdm2,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,11169,227685.437364092,251259.302221539,TX,San Antonio,6636 Farm-To-Market Rd 78,San Antonio  TX,78244
acquire,UpWJebazId4Tm8G3sjdmMe,Oil Changers - Oneida,OC,16,NA,NA,16,0,0,0,0,0,#N/A,36.5134412,#N/A,-84.5095403,NA,OC,Oil Changers 906-924 (Fast Change Lube & Oil - Inez),w6gRkqThfV4w2h_pvmHRLb,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,8115,10042.4974159264,10216.2589049549,TN,Oneida,19589 Alberta St,"Oneida, TN",37841
acquire,YmbEOoM4TN4munitMD3oc2,Oil Changers - Paintsville,OC,21,NA,NA,21,0,0,0,0,0,#N/A,37.8249138,#N/A,-82.8197982,NA,OC,Oil Changers 906-924 (Fast Change Lube & Oil - Inez),w6gRkqThfV4w2h_pvmHRLb,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,5653,13784.5500062052,13774.0019341219,KY,Paintsville,501 N Mayo Trl,"Paintsville, KY",41240
acquire,NdLWeSEtou4gUiSQXkbZ17,Oil Changers - Pikeville,OC,34,NA,NA,34,0,0,0,0,0,#N/A,37.5189585,#N/A,-82.5669136,NA,OC,Oil Changers 906-924 (Fast Change Lube & Oil - Inez),w6gRkqThfV4w2h_pvmHRLb,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,12677,14855.6788698696,14616.2994026941,KY,Pikeville,3823 N Mayo Trl,"Pikeville, KY",41501
acquire,C8dDKhlntp4gEwtDv0TYTd,Oil Changers - Prestonburg,OC,22,NA,NA,22,0,0,0,0,0,#N/A,37.6898557,#N/A,-82.713132,NA,OC,Oil Changers 906-924 (Fast Change Lube & Oil - Inez),w6gRkqThfV4w2h_pvmHRLb,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,0,9125.99846502242,8757.68827468465,KY,Prestonburg,41 Glenview Plaza,"Prestonburg, KY",41653
acquire,nKRkaaZkbO4VEt-fdKQDt7,Oil Changers - Riverside - Arlington,OC,31,NA,NA,31,0,0,0,0,0,#N/A,33.9466115,#N/A,-117.386161,NA,OC,Oil Changers 819-820 (SpOILed - Riverside),nEEBsd7_js406egqjsWn71,NA,Sitewise_Batch_01,21 Closed by Brick,NA,NA,NA,16261,278534.656748669,295361.732529109,CA,Riverside,3417 Arlington Ave,"Riverside, CA",92506
acquire,bLuDmhTJqy4IIioO-W9Jz7,Oil Changers - Riverside - E Alessandro,OC,85,NA,NA,85,0,0,0,0,0,#N/A,33.9175859,#N/A,-117.2853157,NA,OC,Oil Changers 819-820 (SpOILed - Riverside),nEEBsd7_js406egqjsWn71,NA,Sitewise_Batch_01,21 Closed by Brick,NA,NA,NA,11557,256344.19524531,266928.759531114,CA,Riverside,2634 E Alessandro Blvd,"Riverside, CA",92508
acquire,LPUq5W2Yzs4rIKd6zxVip1,Oil Changers - Simi Valley - First,OC,36,NA,NA,36,0,0,0,0,0,#N/A,34.2749768,#N/A,-118.7784876,NA,OC,Oil Changers 891-894 (Xpress Lube Service - Simi Valley),pVGxMwMzil4XmBZ8QsNwa5,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,12092,118475.972591874,120925.736221681,CA,Simi Valley,2170 First St,"Simi Valley, CA",93065
acquire,7qFvHzH5tb4Yulbk70v6h8,Oil Changers - Simi Valley - Los Angeles,OC,39,NA,NA,39,0,0,0,0,0,#N/A,34.2713656,#N/A,-118.7072606,NA,OC,Oil Changers 891-894 (Xpress Lube Service - Simi Valley),pVGxMwMzil4XmBZ8QsNwa5,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,5821,118497.392443339,120881.897817393,CA,Simi Valley,4560 Los Angeles Ave,"Simi Valley, CA",93063
acquire,BeNcgDeQTk4Buhznpo6iw3,Oil Changers - South Williamson,OC,24,NA,NA,24,0,0,0,0,0,#N/A,37.6601507,#N/A,-82.2881997,NA,OC,Oil Changers 906-924 (Fast Change Lube & Oil - Inez),w6gRkqThfV4w2h_pvmHRLb,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,1263,9909.05146526848,9682.36787129147,KY,South Williamson,29000 US Hwy 119,"South Williamson, KY",41503
acquire,dZRC4pSwYH4fiNKz0zApb9,Oil Changers - Tahoe,OC,30,NA,NA,30,0,0,0,0,0,#N/A,38.9247878,#N/A,-119.9876481,NA,OC,Oil Changers 828 (Tahoe Quick Lube - South Lake Tahoe),1EZyXz40H54h2tx-IATWU5,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,12573,29833.4079971123,32348.8050699043,CA,South Lake Tahoe,2513 Lake Tahoe Blvd,"South Lake Tahoe, CA",96150
acquire,TGTmZyaUMG4xMVhPGzPu65,Oil Changers - Ventura,OC,71,NA,NA,71,0,0,0,0,0,#N/A,34.2581902,#N/A,-119.2345044,NA,OC,Oil Changers 891-894 (Xpress Lube Service - Simi Valley),pVGxMwMzil4XmBZ8QsNwa5,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,5312,189529.422382419,193545.452350571,CA,Ventura,4624 Telephone Rd,"Ventura, CA",93003
acquire,0u202fsej74eAxTPNvckmb,Oil Changers - Wyoming - 44th,OC,25,NA,NA,25,0,0,0,0,0,#N/A,42.8837443,#N/A,-85.678621,NA,OC,Oil Changers 876-880 (Big Ray's Oil Change - 5-shop carve-out),FLKrzENXMC4B6oAkezJCid,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,17895,249339.413938541,258245.015612278,MI,Wyoming,650 44th St SW,"Wyoming, MI",49548
acquire,QKpyvbMG_T4_yOz7zyb6v6,Oil Changers - Wyoming - Clyde,OC,35,NA,NA,35,0,0,0,0,0,#N/A,42.8844774,#N/A,-85.6849664,NA,OC,Oil Changers 896-898 (Speedy Lube - Grand Rapids),ngrznH_1Zx4SMwTqDXmH5e,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,15998,244384.954129621,253420.384334156,MI,Wyoming,4391 Clyde Park Ave SW,"Wyoming, MI",49059
acquire,CnqtOMZxfl4Be-oWDdFk_b,Oil Changers - Wyoming - Division,OC,22,NA,NA,22,0,0,0,0,0,#N/A,42.9085428,#N/A,-85.6652695,NA,OC,Oil Changers 876-880 (Big Ray's Oil Change - 5-shop carve-out),FLKrzENXMC4B6oAkezJCid,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,5932,288715.867836875,297456.405200047,MI,Wyoming,3036 Division Ave S,"Wyoming, MI",49458
acquire,6pjXh88hmD4rImZsonOaBc,Oil Changers ( Arbor CW&L) - Jollyville,OC+W,24,NA,NA,24,NA,NA,NA,NA,0,#N/A,30.3974107,#N/A,-97.7494748,NA,OC + IBA/SS,"Oil Changers 886, 888, 889 (Arbor CW&L - Carveout)",T7p5iXx8e04vqTAu154Wb6,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,6576,273539.717273634,257307.031438349,TX,Austin_ArborCW&L,10401 Jollyville Blvd,Austin TX,78759
acquire,bv91Z_wDSS46amJcK2itF4,Oil Changers ( Arbor CW&L) - Juniper,OC+W,9,NA,NA,9,NA,NA,NA,NA,0,#N/A,30.3063388,#N/A,-97.9332075,NA,OC + IBA/SS,"Oil Changers 886, 888, 889 (Arbor CW&L - Carveout)",T7p5iXx8e04vqTAu154Wb6,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,10399,66999.5456150445,66737.418677976,TX,Austin_ArborCW&L,3919 Juniper Trace,Austin TX,78738
acquire,iXCnAC25ra4AEPspM6wfX6,Oil Changers ( Arbor CW&L) - Research,TWS,17,NA,NA,17,NA,NA,NA,NA,0,#N/A,30.4300269,#N/A,-97.7632631,NA,TWS,"Oil Changers 886, 888, 889 (Arbor CW&L - Carveout)",T7p5iXx8e04vqTAu154Wb6,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,10167,243259.886884024,230677.026369218,TX,Austin_ArborCW&L,12600 Research Blvd,Austin TX,78759
acquire,sllYVnfkO44jyhh892JUk5,Oil Changers ( Super Lubes of Wisconsin) - Calumet,OC,49,NA,NA,49,0,0,0,0,0,#N/A,44.0869532,#N/A,-87.6831364,NA,OC,Oil Changers 867-875 (Super Lubes of Wisconsin - Milwaukee),GLiimsbQne4AqCQiOhZMr8,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,6397,38532.1623300763,38848.2170565159,WI,Manitowoc_Super Lubes,2718 Calumet Ave,Manitowoc WI,54220
acquire,_vbnMlqjrb4Eet5Lqw3we7,Oil Changers ( Super Lubes of Wisconsin) - Glen Brooke,OC,27,NA,NA,27,0,0,0,0,0,#N/A,43.3233492,#N/A,-88.1728345,NA,OC,Oil Changers 867-875 (Super Lubes of Wisconsin - Milwaukee),GLiimsbQne4AqCQiOhZMr8,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,4094,22107.1987322897,23453.2518460572,WI,Jackson_Super Lubes,16770 Glen Brooke Dr,Jackson WI,53037
acquire,h0SowR1SoF49IoMAR55ng5,Oil Changers ( Super Lubes of Wisconsin) - Main,OC,14,NA,NA,14,0,0,0,0,0,#N/A,44.4884757,#N/A,-87.9732154,NA,OC,Oil Changers 867-875 (Super Lubes of Wisconsin - Milwaukee),GLiimsbQne4AqCQiOhZMr8,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,7870,133194.621976696,136327.331918502,WI,Green Bay_Super Lubes,2120 Main St,Green Bay WI,54302
acquire,qOf6172v2g4yuleR6L1Ygf,Oil Changers ( Super Lubes of Wisconsin) - N Wisconsin,OC,27,NA,NA,27,0,0,0,0,0,#N/A,43.4077108,#N/A,-87.8705998,NA,OC,Oil Changers 867-875 (Super Lubes of Wisconsin - Milwaukee),GLiimsbQne4AqCQiOhZMr8,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,3492,20499.3552366418,20730.1772522943,WI,Port Washington_Super Lubes,1610 N Wisconsin St,Port Washington WI,53074
acquire,a1-44rQQny4GEtPhGFW_X5,Oil Changers ( Super Lubes of Wisconsin) - Pilgrim,OC,32,NA,NA,32,0,0,0,0,0,#N/A,43.1700171,#N/A,-88.1037654,NA,OC,Oil Changers 867-875 (Super Lubes of Wisconsin - Milwaukee),GLiimsbQne4AqCQiOhZMr8,NA,Sitewise_Batch_01,20 Closed,NA,NA,NA,6925,99456.2693362848,102838.004756196,WI,Apple_Super Lubes,8390 Pilgrim Rd,Menomonee Falls WI,53051
pass,ei-jurR_mi49i3kmxyw-G6,Expresso CW - Maumee,TWS,80,NA,NA,0,NA,80,NA,NA,80,41.5676165,41.5676165,-83.6575663,-83.6575663,NA,TWS,Expresso CW - Toledo,XoyqIW8ZBk4Bakvfb8BL-5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,7599,122566.445545001,123142.115041515,OH,Maumee,201 Illinois Ave,"Maumee, OH",43537
pass,bY8BrYNQP74O6dMWn5BO32,Expresso CW - Toledo,TWS,94,NA,NA,0,NA,94,NA,NA,94,41.6133827,41.6133827,-83.4809943,-83.4809943,NA,TWS,Expresso CW - Toledo,XoyqIW8ZBk4Bakvfb8BL-5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,4483,91466.0199307881,90951.4263806269,OH,Toledo,3211 Woodville Rd,"Toledo, OH",43619
pass,GCOcmzd90k4AQewYD0K_9f,Expresso CW - Toledo,TWS,150,NA,NA,0,NA,150,NA,NA,150,41.7219503,41.7219503,-83.567448,-83.567448,NA,TWS,Expresso CW - Toledo,XoyqIW8ZBk4Bakvfb8BL-5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,8576,182249.54817053,179793.432891489,OH,Toledo,1010 W Alexis Rd,"Toledo, OH",43612
pass,k64vXCh77O4N6KfYsuq7e5,Expresso CW - Toledo,TWS,45,NA,NA,0,NA,45,NA,NA,45,41.6771869,41.6771869,-83.6736881,-83.6736881,NA,TWS,Expresso CW - Toledo,XoyqIW8ZBk4Bakvfb8BL-5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,8094,188219.372983294,186931.796741785,OH,Toledo,5440 W Central Ave,"Toledo, OH",43615
pass,VOZXAMBwLy4rmadXnJhrZ1,Wet N Jet - Fredericksburg,TWS,108,NA,NA,NA,NA,108,NA,NA,108,30.2563533,30.2563533,-98.8707888,-98.8707888,NA,TWS,Wet N Jet - Fredericksburg,latswl9uee4kytDFkFfJkc,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,5125,16314.5234901304,16716.3512273412,TX,Fredericksburg,516 Friendship Ln.,Fredericksburg TX,78624
pass,sCVambNeXb4yYDFhatXZh3,Lost Pines Full Service - Bastrop,OC+W,69,NA,NA,25,NA,44,NA,NA,44,30.107258,30.107258,-97.3369508,-97.3369508,NA,OC & WS,Brite & Shiny - Austin,Shq8gLjWMk4VEzVPG9JpA0,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,22271,25664.0995087649,28154.1004911505,TX,Bastrop,508 Hwy 71 West,"Bastrop, TX",78602
pass,_uGa9iR_Fi4ImmwuUxi5f1,Oil Rig Auto - Provo,OC,13,NA,NA,13,0,0,0,0,0,40.2289908,40.2289908,-111.661933,-111.661933,NA,OC,Oil Rig Automotive - Salt Lake City,2zu2mfspgo4ZupFGcPyBC0,15700,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,4349,170093.633858676,165364.38986116,UT,Provo,353 Freedom Blvd 200 W #2843,"Provo city, UT",84601
pass,yQ2QW7Ovwd4NAkO0I6KQUe,Oil Rig Automotive - Orem,OC,14,NA,NA,14,0,0,0,0,0,40.3181656,40.3181656,-111.7036385,-111.7036385,NA,OC,Oil Rig Automotive - Salt Lake City,2zu2mfspgo4ZupFGcPyBC0,42100,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,19701,196274.026605775,193199.187760824,UT,Orem,1140 N State St,"Orem city, UT",84057
pass,IvxyYhwiZa4mMx9gsBET_f,Oil Rig Automotive - Salem,OC,10,NA,NA,10,0,0,0,0,0,40.0627138,40.0627138,-111.6680502,-111.6680502,NA,OC,Oil Rig Automotive - Salt Lake City,2zu2mfspgo4ZupFGcPyBC0,16700,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,6905,88976.1901090757,95841.8700483586,UT,Salem,551 North UT-198,"Salem city, UT",84653
pass,bE1BYUMelt4dUKgQVfhgtb,ProntoLube - El Paso,OC,8,NA,NA,8,NA,NA,NA,NA,0,31.7954168,31.7954168,-106.5102373,-106.5102373,NA,OC,Pronto Lube - El Paso,wF7uoR1CUN4V6qtgu9aJ9d,NA,Sitewise_Batch_01,03 Prospect,NA,NA,NA,496,152167.077562909,150178.609121533,TX,El Paso,109 Executive Center Blvd,"El Paso city, TX",79902
pass,i92nRDj2LR4sa1y9eVQIi2,Lampasas Car Care - Lampasas,OC,12,NA,NA,12,NA,NA,NA,NA,0,31.0586662,31.0586662,-98.1816468,-98.1816468,NA,OC,Brite & Shiny - Austin,Shq8gLjWMk4VEzVPG9JpA0,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,3923,9581.1703569087,9623.00719701254,TX,Lampasas,208 W 9th St,"Lampasas city, TX",76550
